"Order.Date","Item.Code","Quantity","Ship.To.Address.No","Status"
2017-01-03,"10135139",1,1857566,"Canceled"
2017-01-03,"10135140",1,1857566,"Canceled"
2017-01-03,"10135138",1,1857566,"Canceled"
2017-01-03,"10135132",1,1857566,"Canceled"
2017-01-03,"10135359",1,1857566,"Canceled"
2017-01-03,"10135364",1,1857566,"Canceled"
2017-01-03,"10135358",1,1857566,"Canceled"
2017-01-03,"10133703",1,1857566,"Canceled"
2017-01-03,"10135131",1,1857566,"Canceled"
2017-01-03,"10135363",1,1857566,"Canceled"
2017-01-04,"10133703",1,62998,"Canceled"
2017-01-04,"1039823",1,1912593,"Canceled"
2017-01-04,"10135364",1,1912593,"Canceled"
2017-01-04,"1041108",4,1254738,"Canceled"
2017-01-04,"1041108",16,1254740,"Canceled"
2017-01-04,"1040466",3,1254765,"Canceled"
2017-01-04,"1040468",2,1254765,"Canceled"
2017-01-04,"1040466",2,2258543,"Canceled"
2017-01-04,"1040466",1,43823775,"Canceled"
2017-01-04,"1037624",1,43823775,"Canceled"
2017-01-04,"1037623",1,43823775,"Canceled"
2017-01-04,"1040466",1,43823777,"Canceled"
2017-01-04,"1040468",1,1951810,"Canceled"
2017-01-04,"1040466",1,1951810,"Canceled"
2017-01-04,"1040466",1,43823779,"Canceled"
2017-01-04,"1040466",1,43823791,"Canceled"
2017-01-04,"1037624",1,43823791,"Canceled"
2017-01-04,"1037623",1,43823791,"Canceled"
2017-01-04,"10135771",1390,1254694,"Canceled"
2017-01-04,"1038323",1,1254693,"Canceled"
2017-01-04,"1041108",1,1254692,"Canceled"
2017-01-05,"1040517",1,1255585,"Canceled"
2017-01-05,"1041106",1,1255585,"Canceled"
2017-01-05,"10098739",3,1254731,"Canceled"
2017-01-05,"10106229",1,1254711,"Canceled"
2017-01-05,"10098739",3,1254716,"Canceled"
2017-01-05,"10106229",1,43824769,"Canceled"
2017-01-05,"10106229",1,1254734,"Canceled"
2017-01-05,"1029069",1,1254694,"Canceled"
2017-01-05,"10138005",1,1254694,"Canceled"
2017-01-05,"1029070",1,1254694,"Canceled"
2017-01-05,"10138006",1,1254694,"Canceled"
2017-01-05,"1029071",1,1254694,"Canceled"
2017-01-05,"10138004",1,1254694,"Canceled"
2017-01-05,"1033341",1,1254694,"Canceled"
2017-01-05,"1040827",1,1254694,"Canceled"
2017-01-05,"10106111",1,1254694,"Canceled"
2017-01-05,"10136162",1,1254694,"Canceled"
2017-01-05,"10105916",1,1254694,"Canceled"
2017-01-05,"10137990",1,1254694,"Canceled"
2017-01-05,"10106230",1,1254694,"Canceled"
2017-01-05,"10137993",1,1254694,"Canceled"
2017-01-05,"1040725",1,1254694,"Canceled"
2017-01-05,"10137995",1,1254694,"Canceled"
2017-01-05,"1040726",1,1254694,"Canceled"
2017-01-05,"10137996",1,1254694,"Canceled"
2017-01-05,"10137992",1,1254694,"Canceled"
2017-01-05,"10106229",1,1254694,"Canceled"
2017-01-05,"10137993",1,1254694,"Canceled"
2017-01-05,"1040725",1,1254694,"Canceled"
2017-01-05,"10137995",1,1254694,"Canceled"
2017-01-05,"1040726",1,1254694,"Canceled"
2017-01-05,"10137996",1,1254694,"Canceled"
2017-01-05,"1041108",1,1404699,"Canceled"
2017-01-05,"1041107",1,1404699,"Canceled"
2017-01-05,"1040992",1,1404699,"Canceled"
2017-01-05,"10106229",1,43824717,"Canceled"
2017-01-05,"1038324",1,43823858,"Canceled"
2017-01-06,"1039721",1,1254748,"Canceled"
2017-01-06,"1039704",1,1254748,"Canceled"
2017-01-06,"1039721",1,1265769,"Canceled"
2017-01-06,"1039704",1,1265769,"Canceled"
2017-01-06,"1040765",62,1510339,"Canceled"
2017-01-06,"1040477",20,1369085,"Canceled"
2017-01-06,"1040517",5,1369085,"Canceled"
2017-01-06,"1040765",150,1369085,"Canceled"
2017-01-06,"1041105",75,1369085,"Canceled"
2017-01-06,"1041107",50,1369085,"Canceled"
2017-01-06,"10105916",1,2251467,"Canceled"
2017-01-06,"1040776",1,2251467,"Canceled"
2017-01-06,"1041106",1,2251467,"Canceled"
2017-01-06,"10102551",8,1255193,"Canceled"
2017-01-06,"10102557",28,1255193,"Canceled"
2017-01-06,"1035986",1,1255194,"Canceled"
2017-01-06,"1040468",2,1255194,"Canceled"
2017-01-06,"1040517",3,1255194,"Canceled"
2017-01-06,"10102556",2,1255193,"Canceled"
2017-01-06,"10102559",28,1255193,"Canceled"
2017-01-07,"10106229",1,1509644,"Canceled"
2017-01-07,"1041106",1,1509644,"Canceled"
2017-01-07,"1041108",1,1509644,"Canceled"
2017-01-07,"1040991",1,1509644,"Canceled"
2017-01-07,"1040992",1,1509644,"Canceled"
2017-01-07,"1038324",1,1509644,"Canceled"
2017-01-07,"1038323",1,1509644,"Canceled"
2017-01-07,"1040726",1,1509644,"Canceled"
2017-01-07,"1029071",1,1509644,"Canceled"
2017-01-07,"110441",1,1509644,"Canceled"
2017-01-07,"10098739",3,1509644,"Canceled"
2017-01-07,"1039305",1,1509644,"Canceled"
2017-01-07,"1033341",1,1509644,"Canceled"
2017-01-07,"1039306",1,1509644,"Canceled"
2017-01-07,"10106111",1,2255037,"Canceled"
2017-01-07,"1040726",1,2255037,"Canceled"
2017-01-07,"1038323",3,2255037,"Canceled"
2017-01-07,"1038324",4,2255037,"Canceled"
2017-01-07,"1041108",1,2255037,"Canceled"
2017-01-07,"110441",1,2255037,"Canceled"
2017-01-07,"1039822",1,2255037,"Canceled"
2017-01-07,"1040992",2,2255037,"Canceled"
2017-01-07,"1040991",1,2255037,"Canceled"
2017-01-07,"1041107",2,2255037,"Canceled"
2017-01-07,"10135358",1,1857566,"Canceled"
2017-01-07,"10133703",1,1857566,"Canceled"
2017-01-09,"1033341",1,43824737,"Canceled"
2017-01-09,"1039306",1,43824737,"Canceled"
2017-01-09,"1038323",2,1352917,"Canceled"
2017-01-09,"1038324",1,1352917,"Canceled"
2017-01-09,"1041108",1,1352917,"Canceled"
2017-01-09,"1039823",1,1352917,"Canceled"
2017-01-09,"1040992",1,1352917,"Canceled"
2017-01-09,"1039306",1,1254688,"Canceled"
2017-01-09,"1039305",1,1254688,"Canceled"
2017-01-09,"1038323",3,1254688,"Canceled"
2017-01-09,"1038324",1,1254688,"Canceled"
2017-01-09,"1040827",2,1254688,"Canceled"
2017-01-09,"1039822",1,1254688,"Canceled"
2017-01-09,"1040992",1,1254688,"Canceled"
2017-01-09,"1039306",1,1464986,"Canceled"
2017-01-09,"1038324",1,1464986,"Canceled"
2017-01-09,"1040992",1,1464986,"Canceled"
2017-01-09,"1040991",1,1464986,"Canceled"
2017-01-09,"1039306",1,1254691,"Canceled"
2017-01-09,"1041108",1,1254691,"Canceled"
2017-01-09,"1040726",1,1254691,"Canceled"
2017-01-09,"1029070",1,1254691,"Canceled"
2017-01-09,"10105916",2,1254691,"Canceled"
2017-01-09,"1038323",2,1254691,"Canceled"
2017-01-09,"1038324",1,1254691,"Canceled"
2017-01-09,"1040827",1,1254691,"Canceled"
2017-01-09,"1040992",1,1254691,"Canceled"
2017-01-09,"1039306",1,1623353,"Canceled"
2017-01-09,"1038323",2,1623353,"Canceled"
2017-01-09,"1038324",1,1623353,"Canceled"
2017-01-09,"1039305",1,1254690,"Canceled"
2017-01-09,"10098739",4,1254690,"Canceled"
2017-01-09,"1039306",2,1254690,"Canceled"
2017-01-09,"1040726",2,1254690,"Canceled"
2017-01-09,"10106111",2,1254690,"Canceled"
2017-01-09,"1041108",1,1254690,"Canceled"
2017-01-09,"1038323",5,1254690,"Canceled"
2017-01-09,"1038324",3,1254690,"Canceled"
2017-01-09,"1039823",1,1254690,"Canceled"
2017-01-09,"1040992",3,1254690,"Canceled"
2017-01-09,"1040991",4,1254690,"Canceled"
2017-01-09,"1039305",1,1254693,"Canceled"
2017-01-09,"1039306",2,1254693,"Canceled"
2017-01-09,"10106111",1,1254693,"Canceled"
2017-01-09,"1038323",3,1254693,"Canceled"
2017-01-09,"1038324",2,1254693,"Canceled"
2017-01-09,"1041108",1,1254693,"Canceled"
2017-01-09,"1040827",1,1254693,"Canceled"
2017-01-09,"1040992",1,1254693,"Canceled"
2017-01-09,"1040991",1,1254693,"Canceled"
2017-01-09,"1039822",1,1254693,"Canceled"
2017-01-09,"1039823",1,1254693,"Canceled"
2017-01-09,"1039306",1,2246000,"Canceled"
2017-01-09,"10098739",5,2246000,"Canceled"
2017-01-09,"10106111",1,2246000,"Canceled"
2017-01-09,"1029070",1,2246000,"Canceled"
2017-01-09,"1038323",2,2246000,"Canceled"
2017-01-09,"1038324",2,2246000,"Canceled"
2017-01-09,"1041108",1,2246000,"Canceled"
2017-01-09,"1040992",1,2246000,"Canceled"
2017-01-09,"1040991",1,2246000,"Canceled"
2017-01-09,"1039305",1,1464940,"Canceled"
2017-01-09,"1041108",1,1464940,"Canceled"
2017-01-09,"1040992",1,1464940,"Canceled"
2017-01-09,"1040991",1,1464940,"Canceled"
2017-01-09,"1039306",1,1264951,"Canceled"
2017-01-09,"1038323",1,1264951,"Canceled"
2017-01-09,"1038324",1,1264951,"Canceled"
2017-01-09,"1038324",1,2269795,"Canceled"
2017-01-09,"1040992",1,2269795,"Canceled"
2017-01-09,"1039305",1,2246978,"Canceled"
2017-01-09,"1038323",1,2246978,"Canceled"
2017-01-09,"1040992",1,2246978,"Canceled"
2017-01-09,"1038323",2,1265792,"Canceled"
2017-01-09,"1038324",2,1265792,"Canceled"
2017-01-09,"1041108",1,1265792,"Canceled"
2017-01-09,"10105916",1,1265792,"Canceled"
2017-01-09,"1040992",1,1265792,"Canceled"
2017-01-09,"1040991",1,1265792,"Canceled"
2017-01-09,"1038323",2,1254689,"Canceled"
2017-01-09,"1038324",2,1254689,"Canceled"
2017-01-09,"1040992",1,1254689,"Canceled"
2017-01-09,"1039306",1,1254692,"Canceled"
2017-01-09,"1038323",1,1254692,"Canceled"
2017-01-09,"1038324",1,1254692,"Canceled"
2017-01-09,"1040726",1,1254692,"Canceled"
2017-01-09,"1039305",1,1254704,"Canceled"
2017-01-09,"1039306",5,1254704,"Canceled"
2017-01-09,"1040992",8,1254704,"Canceled"
2017-01-09,"1040991",3,1254704,"Canceled"
2017-01-09,"1039306",1,43823583,"Canceled"
2017-01-09,"1038323",1,43823583,"Canceled"
2017-01-09,"1038324",1,43823583,"Canceled"
2017-01-09,"1029071",1,43823583,"Canceled"
2017-01-09,"10106229",1,43823583,"Canceled"
2017-01-09,"1039306",3,1510339,"Canceled"
2017-01-09,"10098739",3,1510339,"Canceled"
2017-01-09,"110441",1,1510339,"Canceled"
2017-01-09,"1038323",3,1510339,"Canceled"
2017-01-09,"1038324",6,1510339,"Canceled"
2017-01-09,"1039822",1,1510339,"Canceled"
2017-01-09,"1039823",1,1510339,"Canceled"
2017-01-09,"1040992",5,1510339,"Canceled"
2017-01-09,"1040991",1,1510339,"Canceled"
2017-01-09,"1040992",1,43823998,"Canceled"
2017-01-10,"1039306",3,43824548,"Canceled"
2017-01-10,"1039311",2,43824548,"Canceled"
2017-01-10,"1029069",3,1255193,"Canceled"
2017-01-10,"1029070",1,1255193,"Canceled"
2017-01-10,"1029071",6,1255193,"Canceled"
2017-01-10,"1033341",2,1255193,"Canceled"
2017-01-10,"1040827",3,1255193,"Canceled"
2017-01-10,"10106111",7,1255193,"Canceled"
2017-01-10,"10105916",8,1255193,"Canceled"
2017-01-10,"10106229",7,1255193,"Canceled"
2017-01-10,"1040725",4,1255193,"Canceled"
2017-01-10,"1040726",6,1255193,"Canceled"
2017-01-10,"1040468",1,1255193,"Canceled"
2017-01-10,"10098739",62,1255193,"Canceled"
2017-01-10,"110441",30,1255193,"Canceled"
2017-01-10,"1041106",115,1255193,"Canceled"
2017-01-10,"1040774",85,1255193,"Canceled"
2017-01-10,"1040765",43,1255193,"Canceled"
2017-01-10,"1041105",36,1255193,"Canceled"
2017-01-10,"1041108",34,1255193,"Canceled"
2017-01-10,"1040776",21,1255193,"Canceled"
2017-01-10,"1041107",6,1255193,"Canceled"
2017-01-10,"1038323",17,1255193,"Canceled"
2017-01-10,"1038324",12,1255193,"Canceled"
2017-01-10,"1039305",26,1255193,"Canceled"
2017-01-10,"1039308",13,1255193,"Canceled"
2017-01-10,"1040991",6,1255193,"Canceled"
2017-01-10,"10135131",25,1255193,"Canceled"
2017-01-10,"10135359",8,1255193,"Canceled"
2017-01-10,"1039311",14,1255193,"Canceled"
2017-01-10,"1039822",4,1255193,"Canceled"
2017-01-10,"1039823",2,1255193,"Canceled"
2017-01-10,"10135359",8,1255193,"Canceled"
2017-01-10,"1039721",1,1442419,"Canceled"
2017-01-10,"1039704",1,1442419,"Canceled"
2017-01-10,"1040466",1,1263290,"Canceled"
2017-01-10,"1039721",1,2073752,"Canceled"
2017-01-10,"1039704",1,2073752,"Canceled"
2017-01-10,"1040466",2,2258543,"Canceled"
2017-01-10,"1040466",1,43823775,"Canceled"
2017-01-10,"1040468",1,43823775,"Canceled"
2017-01-10,"1037624",1,43823775,"Canceled"
2017-01-10,"1037623",1,43823775,"Canceled"
2017-01-10,"1040466",1,43823791,"Canceled"
2017-01-10,"1040468",1,43823791,"Canceled"
2017-01-10,"1037624",1,43823791,"Canceled"
2017-01-10,"1037623",1,43823791,"Canceled"
2017-01-10,"1040466",1,43823777,"Canceled"
2017-01-10,"1041108",1,1254695,"Canceled"
2017-01-10,"1040992",1,1254695,"Canceled"
2017-01-10,"1038324",2,1254695,"Canceled"
2017-01-10,"1038323",4,1254695,"Canceled"
2017-01-10,"1029070",1,1254695,"Canceled"
2017-01-10,"1040827",1,1254695,"Canceled"
2017-01-10,"1039306",1,1254695,"Canceled"
2017-01-10,"1039305",1,1254695,"Canceled"
2017-01-10,"10135359",1,1254695,"Canceled"
2017-01-10,"1040992",1,1417063,"Canceled"
2017-01-10,"1040468",1,1889962,"Canceled"
2017-01-10,"1040466",1,1889962,"Canceled"
2017-01-10,"1037624",1,1889962,"Canceled"
2017-01-10,"1039721",1,1889962,"Canceled"
2017-01-10,"1039704",1,1889962,"Canceled"
2017-01-10,"1039305",1,1510339,"Canceled"
2017-01-10,"1039306",4,1510339,"Canceled"
2017-01-10,"1040774",1,1510339,"Canceled"
2017-01-10,"1040776",1,1510339,"Canceled"
2017-01-10,"1040992",1,1510339,"Canceled"
2017-01-10,"10135359",1,1510339,"Canceled"
2017-01-10,"1039305",4,1254704,"Canceled"
2017-01-10,"1039306",4,1254704,"Canceled"
2017-01-10,"1040992",3,1254704,"Canceled"
2017-01-10,"1040991",6,1254704,"Canceled"
2017-01-10,"10135359",3,1254704,"Canceled"
2017-01-10,"1029069",3,2203449,"Canceled"
2017-01-10,"1029070",4,2203449,"Canceled"
2017-01-10,"1029071",9,2203449,"Canceled"
2017-01-10,"1033341",6,2203449,"Canceled"
2017-01-10,"1040827",4,2203449,"Canceled"
2017-01-10,"10106111",16,2203449,"Canceled"
2017-01-10,"10105916",43,2203449,"Canceled"
2017-01-10,"10106230",50,2203449,"Canceled"
2017-01-10,"10106229",29,2203449,"Canceled"
2017-01-10,"1040725",3,2203449,"Canceled"
2017-01-10,"1040726",14,2203449,"Canceled"
2017-01-10,"1040468",2,2203449,"Canceled"
2017-01-10,"1040466",3,2203449,"Canceled"
2017-01-10,"10098739",314,2203449,"Canceled"
2017-01-10,"110441",59,2203449,"Canceled"
2017-01-10,"10131275",48,2203449,"Canceled"
2017-01-10,"1041106",77,2203449,"Canceled"
2017-01-10,"1040774",76,2203449,"Canceled"
2017-01-10,"1040765",76,2203449,"Canceled"
2017-01-10,"1041105",55,2203449,"Canceled"
2017-01-10,"1041108",27,2203449,"Canceled"
2017-01-10,"1040776",24,2203449,"Canceled"
2017-01-10,"1041105",14,2203449,"Canceled"
2017-01-10,"1038323",9,2203449,"Canceled"
2017-01-10,"1038324",6,2203449,"Canceled"
2017-01-10,"10133703",7,2203449,"Canceled"
2017-01-10,"10135358",3,2203449,"Canceled"
2017-01-10,"1039305",23,2203449,"Canceled"
2017-01-10,"1039308",15,2203449,"Canceled"
2017-01-10,"1040991",10,2203449,"Canceled"
2017-01-10,"10135131",18,2203449,"Canceled"
2017-01-10,"10135132",14,2203449,"Canceled"
2017-01-10,"10135359",10,2203449,"Canceled"
2017-01-10,"1039822",3,2203449,"Canceled"
2017-01-10,"1039823",3,2203449,"Canceled"
2017-01-11,"1040466",3,2203449,"Canceled"
2017-01-11,"1029070",6,2203715,"Canceled"
2017-01-11,"1040468",4,2203715,"Canceled"
2017-01-11,"1040466",1,2203715,"Canceled"
2017-01-11,"1040466",1,2203719,"Canceled"
2017-01-11,"10135131",1,2203719,"Canceled"
2017-01-11,"10135359",5,2203719,"Canceled"
2017-01-11,"1040468",10,43824564,"Canceled"
2017-01-11,"1040466",5,43824564,"Canceled"
2017-01-11,"1040466",1,1254745,"Canceled"
2017-01-11,"10133703",1,43825030,"Canceled"
2017-01-11,"10135358",1,43825030,"Canceled"
2017-01-11,"1040466",2,1255193,"Canceled"
2017-01-11,"1040468",1,1255193,"Canceled"
2017-01-11,"10136162",1,1509644,"Canceled"
2017-01-11,"10137990",1,1509644,"Canceled"
2017-01-11,"10137992",1,1509644,"Canceled"
2017-01-11,"10137995",1,1509644,"Canceled"
2017-01-11,"10137996",1,1509644,"Canceled"
2017-01-12,"10117208",23,1255216,"Canceled"
2017-01-12,"1039305",1,43825030,"Canceled"
2017-01-12,"1039308",1,43825030,"Canceled"
2017-01-12,"10135131",1,43825030,"Canceled"
2017-01-12,"10135132",1,43825030,"Canceled"
2017-01-12,"10105916",1,43825030,"Canceled"
2017-01-12,"1029070",1,43825030,"Canceled"
2017-01-12,"10135359",1,43825030,"Canceled"
2017-01-12,"10133703",1,43825030,"Canceled"
2017-01-12,"10135358",1,43825030,"Canceled"
2017-01-12,"1041107",1,1255172,"Canceled"
2017-01-12,"10098739",12,1255172,"Canceled"
2017-01-12,"110441",1,1254779,"Canceled"
2017-01-12,"1040468",1,43823585,"Canceled"
2017-01-12,"1040517",3,43823585,"Canceled"
2017-01-13,"1033341",1,1255616,"Canceled"
2017-01-13,"1040827",1,1255616,"Canceled"
2017-01-13,"1039305",2,1255616,"Canceled"
2017-01-13,"10135131",1,1255616,"Canceled"
2017-01-13,"10135132",1,1255616,"Canceled"
2017-01-13,"1040765",12,1255616,"Canceled"
2017-01-13,"1040774",10,1255616,"Canceled"
2017-01-13,"1041106",1,1255616,"Canceled"
2017-01-13,"1041105",12,1255616,"Canceled"
2017-01-13,"1041107",1,1255616,"Canceled"
2017-01-13,"10135359",1,1255616,"Canceled"
2017-01-13,"10098739",1,1645437,"Canceled"
2017-01-13,"1038323",1,1645437,"Canceled"
2017-01-13,"10098739",5,2249370,"Canceled"
2017-01-13,"1038323",2,2249370,"Canceled"
2017-01-13,"1038324",4,2249370,"Canceled"
2017-01-13,"10098739",1,1996062,"Canceled"
2017-01-13,"10135131",3,1967123,"Canceled"
2017-01-13,"10105916",3,1967123,"Canceled"
2017-01-13,"10106230",2,1967123,"Canceled"
2017-01-13,"10106111",3,1967123,"Canceled"
2017-01-13,"1029070",3,1967123,"Canceled"
2017-01-13,"1029071",3,1967123,"Canceled"
2017-01-13,"10106229",2,1967123,"Canceled"
2017-01-13,"1040765",4,1967123,"Canceled"
2017-01-13,"1040774",6,1967123,"Canceled"
2017-01-13,"1041106",2,1967123,"Canceled"
2017-01-13,"1041108",2,1967123,"Canceled"
2017-01-13,"1041105",3,1967123,"Canceled"
2017-01-13,"1041107",2,1967123,"Canceled"
2017-01-13,"10135359",3,1967123,"Canceled"
2017-01-13,"1039305",1,1496687,"Canceled"
2017-01-13,"1039308",1,1496687,"Canceled"
2017-01-13,"10135132",1,1496687,"Canceled"
2017-01-13,"10106230",1,1496687,"Canceled"
2017-01-13,"10106111",1,1496687,"Canceled"
2017-01-13,"1040725",1,1496687,"Canceled"
2017-01-13,"10106229",1,1496687,"Canceled"
2017-01-13,"1040765",3,1496687,"Canceled"
2017-01-13,"1040774",7,1496687,"Canceled"
2017-01-13,"1040776",1,1496687,"Canceled"
2017-01-13,"1041106",1,1496687,"Canceled"
2017-01-13,"1041105",2,1496687,"Canceled"
2017-01-13,"1041107",1,1496687,"Canceled"
2017-01-13,"10135359",1,1496687,"Canceled"
2017-01-13,"10135359",2,43823870,"Canceled"
2017-01-13,"10098739",1,43824689,"Canceled"
2017-01-13,"110441",1,43824689,"Canceled"
2017-01-14,"10105916",1,43824689,"Canceled"
2017-01-14,"10106230",1,43824689,"Canceled"
2017-01-14,"1040726",1,43824689,"Canceled"
2017-01-14,"1040765",1,43824689,"Canceled"
2017-01-14,"1040774",1,43824689,"Canceled"
2017-01-14,"1041106",1,43824689,"Canceled"
2017-01-14,"1041107",1,43824689,"Canceled"
2017-01-16,"10106229",42,1369085,"Canceled"
2017-01-16,"10117208",50,1369085,"Canceled"
2017-01-16,"1039306",45,1369085,"Canceled"
2017-01-16,"1039308",35,1369085,"Canceled"
2017-01-16,"1039311",30,1369085,"Canceled"
2017-01-16,"1040477",20,1369085,"Canceled"
2017-01-16,"1040517",20,1369085,"Canceled"
2017-01-16,"1040765",50,1369085,"Canceled"
2017-01-16,"1040992",21,1369085,"Canceled"
2017-01-16,"1041105",125,1369085,"Canceled"
2017-01-16,"1041107",26,1369085,"Canceled"
2017-01-16,"1040466",5,1418561,"Canceled"
2017-01-16,"1040468",5,1418561,"Canceled"
2017-01-16,"1039306",7,1418561,"Canceled"
2017-01-16,"1039311",10,1418561,"Canceled"
2017-01-16,"1040477",5,1418561,"Canceled"
2017-01-16,"1040517",3,1418561,"Canceled"
2017-01-16,"1040774",20,1418561,"Canceled"
2017-01-16,"1040992",5,1418561,"Canceled"
2017-01-16,"10106229",25,1255123,"Canceled"
2017-01-16,"10105916",23,1255122,"Canceled"
2017-01-16,"10106229",8,1255122,"Canceled"
2017-01-16,"10106229",35,1254798,"Canceled"
2017-01-16,"1040774",1,43825030,"Canceled"
2017-01-16,"1040466",3,1254765,"Canceled"
2017-01-16,"1040468",2,1254765,"Canceled"
2017-01-16,"10135131",1,1254765,"Canceled"
2017-01-16,"1039822",1,1254765,"Canceled"
2017-01-16,"1040466",2,2258543,"Canceled"
2017-01-16,"1040466",1,43823775,"Canceled"
2017-01-16,"1040468",1,43823775,"Canceled"
2017-01-16,"1037624",1,43823775,"Canceled"
2017-01-16,"1037623",1,43823775,"Canceled"
2017-01-16,"1040466",1,43823779,"Canceled"
2017-01-16,"10135131",1,43823779,"Canceled"
2017-01-16,"1040466",1,1951810,"Canceled"
2017-01-16,"1040468",1,1951810,"Canceled"
2017-01-16,"1040466",1,43823791,"Canceled"
2017-01-16,"1040468",1,43823791,"Canceled"
2017-01-16,"1037624",1,43823791,"Canceled"
2017-01-16,"1037623",1,43823791,"Canceled"
2017-01-16,"1040466",2,43823777,"Canceled"
2017-01-16,"10117208",79,1369085,"Canceled"
2017-01-16,"1039308",12,1369085,"Canceled"
2017-01-16,"1039311",5,1369085,"Canceled"
2017-01-16,"1040477",15,1369085,"Canceled"
2017-01-16,"1040517",15,1369085,"Canceled"
2017-01-16,"1040765",45,1369085,"Canceled"
2017-01-16,"1040992",10,1369085,"Canceled"
2017-01-16,"1041105",15,1369085,"Canceled"
2017-01-16,"1041107",10,1369085,"Canceled"
2017-01-17,"1039308",84,1255548,"Canceled"
2017-01-17,"10135131",1,1254782,"Canceled"
2017-01-17,"10135359",1,1254782,"Canceled"
2017-01-17,"1041107",1,1254782,"Canceled"
2017-01-17,"1041106",3,1254782,"Canceled"
2017-01-17,"10135131",1,1381747,"Canceled"
2017-01-17,"10135131",1,1656983,"Canceled"
2017-01-17,"10135359",1,1656983,"Canceled"
2017-01-17,"10135132",1,2149846,"Canceled"
2017-01-17,"10135359",1,2149846,"Canceled"
2017-01-17,"10135131",1,1254776,"Canceled"
2017-01-17,"10135132",1,1254776,"Canceled"
2017-01-17,"10135131",1,1254788,"Canceled"
2017-01-17,"10135132",1,1254774,"Canceled"
2017-01-17,"10135359",1,1254774,"Canceled"
2017-01-17,"10135131",1,1254775,"Canceled"
2017-01-17,"10135359",1,1254778,"Canceled"
2017-01-17,"10135359",1,1816460,"Canceled"
2017-01-17,"1033341",1,43825030,"Canceled"
2017-01-17,"10106230",1,43825030,"Canceled"
2017-01-17,"1040774",1,43825030,"Canceled"
2017-01-17,"110441",2,43825030,"Canceled"
2017-01-17,"1029071",1,43825030,"Canceled"
2017-01-17,"1040726",1,43825030,"Canceled"
2017-01-17,"1040991",1,43825030,"Canceled"
2017-01-17,"10108290",50,1345459,"Canceled"
2017-01-17,"1029069",100,1509644,"Canceled"
2017-01-17,"1029070",100,1509644,"Canceled"
2017-01-17,"1029071",100,1509644,"Canceled"
2017-01-17,"10106111",100,1509644,"Canceled"
2017-01-17,"10105916",10,1509644,"Canceled"
2017-01-17,"10106230",100,1509644,"Canceled"
2017-01-17,"10106229",10,1509644,"Canceled"
2017-01-17,"1040725",100,1509644,"Canceled"
2017-01-17,"1040726",100,1509644,"Canceled"
2017-01-17,"10133320",1,1255557,"Canceled"
2017-01-17,"10133321",1,1255557,"Canceled"
2017-01-18,"10105916",3,1255193,"Canceled"
2017-01-18,"1040468",2,1255193,"Canceled"
2017-01-18,"1040466",1,1255193,"Canceled"
2017-01-18,"1039308",5,1255193,"Canceled"
2017-01-18,"1039311",4,1255193,"Canceled"
2017-01-18,"1040992",3,1255193,"Canceled"
2017-01-18,"10105916",22,2203715,"Canceled"
2017-01-18,"1040468",4,2203715,"Canceled"
2017-01-18,"1040466",1,2203715,"Canceled"
2017-01-18,"1039308",7,2203715,"Canceled"
2017-01-18,"1039306",7,2203715,"Canceled"
2017-01-18,"10135131",8,2203715,"Canceled"
2017-01-18,"10105916",11,2203449,"Canceled"
2017-01-18,"1040466",3,2203449,"Canceled"
2017-01-18,"1039308",13,2203449,"Canceled"
2017-01-18,"10105916",2,2203719,"Canceled"
2017-01-18,"1040466",1,2203719,"Canceled"
2017-01-18,"1039308",2,2203719,"Canceled"
2017-01-18,"10137990",1,2203719,"Canceled"
2017-01-18,"10098739",3,1255585,"Canceled"
2017-01-18,"1033341",2,1255585,"Canceled"
2017-01-18,"1040827",1,1255585,"Canceled"
2017-01-18,"110441",2,1255585,"Canceled"
2017-01-18,"1029069",5,1255585,"Canceled"
2017-01-18,"1029070",5,1255585,"Canceled"
2017-01-18,"1029071",5,1255585,"Canceled"
2017-01-18,"1040725",3,1255585,"Canceled"
2017-01-18,"1040726",3,1255585,"Canceled"
2017-01-18,"10106111",2,1255585,"Canceled"
2017-01-18,"10137990",3,1255585,"Canceled"
2017-01-18,"10106230",4,1255585,"Canceled"
2017-01-18,"10137993",2,1255585,"Canceled"
2017-01-18,"10137993",3,1255585,"Canceled"
2017-01-18,"10105916",4,1254740,"Canceled"
2017-01-18,"10105916",25,1842327,"Canceled"
2017-01-18,"10106229",20,1842327,"Canceled"
2017-01-18,"1039308",2,1842327,"Canceled"
2017-01-18,"1040991",2,1842327,"Canceled"
2017-01-18,"1039308",10,1740542,"Canceled"
2017-01-18,"1040991",5,1740542,"Canceled"
2017-01-18,"1039308",20,1740542,"Canceled"
2017-01-18,"1040991",15,1740542,"Canceled"
2017-01-18,"10105916",7,43823856,"Canceled"
2017-01-18,"1038324",6,43823856,"Canceled"
2017-01-18,"10135359",21,1510339,"Canceled"
2017-01-18,"1040991",14,1510339,"Canceled"
2017-01-18,"10135358",12,1510339,"Canceled"
2017-01-18,"10098739",1,43824689,"Canceled"
2017-01-19,"10106229",3,1255614,"Canceled"
2017-01-19,"1041105",4,1255614,"Canceled"
2017-01-19,"1041107",1,1255614,"Canceled"
2017-01-19,"1040991",2,1255614,"Canceled"
2017-01-19,"10135359",1,1255614,"Canceled"
2017-01-19,"10106229",2,1493988,"Canceled"
